movieId,title,genres
173,MOVIE #173,Action|Crime|Sci-Fi
174,MOVIE #174,Comedy
175,MOVIE #175,Drama
176,MOVIE #176,Comedy
177,MOVIE #177,Horror
178,MOVIE #178,Comedy|Drama
179,MOVIE #179,Drama|Romance
180,MOVIE #180,Comedy|Romance
181,MOVIE #181,Action|Children
183,MOVIE #183,Comedy|Horror|Thriller
184,MOVIE #184,Drama
185,MOVIE #185,Action|Crime|Thriller
186,MOVIE #186,Comedy|Romance
187,MOVIE #187,Comedy
188,MOVIE #188,Fantasy|Horror|Mystery
189,MOVIE #189,Comedy|Fantasy
190,MOVIE #190,Thriller
191,MOVIE #191,Drama|Romance
193,MOVIE #193,Drama
194,MOVIE #194,Comedy|Drama
195,MOVIE #195,Comedy|Drama|Romance
196,MOVIE #196,Horror|Sci-Fi
198,MOVIE #198,Action|Crime|Drama|Mystery|Sci-Fi|Thriller
199,MOVIE #199,Drama|Musical|Romance
201,MOVIE #201,Drama|Fantasy
202,MOVIE #202,Drama|Romance
203,MOVIE #203,Comedy
204,MOVIE #204,Action
205,MOVIE #205,Comedy|Drama
206,MOVIE #206,Documentary
207,MOVIE #207,Drama|Romance
208,MOVIE #208,Action|Adventure|Sci-Fi
209,MOVIE #209,Drama
210,MOVIE #210,Western
211,MOVIE #211,Drama
212,MOVIE #212,Adventure|Comedy|Crime|Mystery
213,MOVIE #213,Drama
214,MOVIE #214,Drama|War
215,MOVIE #215,Drama|Romance
216,MOVIE #216,Comedy
217,MOVIE #217,Drama|Thriller
218,MOVIE #218,Comedy|Drama
219,MOVIE #219,Drama
220,MOVIE #220,Horror
222,MOVIE #222,Drama|Romance
223,MOVIE #223,Comedy
224,MOVIE #224,Comedy|Drama|Romance
225,MOVIE #225,Drama|Thriller
227,MOVIE #227,Action|Thriller
228,MOVIE #228,Comedy
229,MOVIE #229,Drama|Thriller
230,MOVIE #230,Drama|Thriller
231,MOVIE #231,Adventure|Comedy
232,MOVIE #232,Comedy|Drama|Romance
233,MOVIE #233,Drama
234,MOVIE #234,Comedy
235,MOVIE #235,Comedy|Drama
236,MOVIE #236,Action|Comedy|Romance
237,MOVIE #237,Comedy|Romance
238,MOVIE #238,Adventure|Children
239,MOVIE #239,Animation|Children|Comedy|Romance
240,MOVIE #240,Thriller
241,MOVIE #241,Children|Drama
242,MOVIE #242,Drama|Musical
243,MOVIE #243,Children|Comedy|Fantasy
246,MOVIE #246,Documentary
247,MOVIE #247,Crime|Drama
248,MOVIE #248,Comedy
249,MOVIE #249,Drama|Romance
250,MOVIE #250,Children|Comedy
251,MOVIE #251,Action
252,MOVIE #252,Comedy|Romance
253,MOVIE #253,Drama|Horror
254,MOVIE #254,Drama
255,MOVIE #255,Comedy
256,MOVIE #256,Comedy|Sci-Fi
257,MOVIE #257,Mystery|Thriller
258,MOVIE #258,Adventure|Children|Comedy|Fantasy|Romance
259,MOVIE #259,Crime|Drama|Thriller
260,MOVIE #260,Action|Adventure|Sci-Fi
261,MOVIE #261,Drama
262,MOVIE #262,Children|Drama
263,MOVIE #263,Drama
265,MOVIE #265,Drama|Fantasy|Romance
266,MOVIE #266,Drama|Romance|War|Western
267,MOVIE #267,Comedy
269,MOVIE #269,Drama
270,MOVIE #270,Drama|Romance
271,MOVIE #271,Drama
272,MOVIE #272,Comedy|Drama
273,MOVIE #273,Drama|Horror|Sci-Fi
274,MOVIE #274,Comedy
275,MOVIE #275,Comedy
276,MOVIE #276,Comedy|Romance
277,MOVIE #277,Drama
278,MOVIE #278,Comedy
279,MOVIE #279,Drama
280,MOVIE #280,Drama|Thriller
281,MOVIE #281,Comedy|Drama|Romance
282,MOVIE #282,Drama
283,MOVIE #283,Crime|Drama
284,MOVIE #284,Action|Crime
285,MOVIE #285,Drama|Horror
287,MOVIE #287,Comedy|Romance
288,MOVIE #288,Action|Crime|Thriller
289,MOVIE #289,Comedy|Romance
290,MOVIE #290,Crime|Drama
291,MOVIE #291,Drama|Thriller
292,MOVIE #292,Action|Drama|Sci-Fi|Thriller
293,MOVIE #293,Action|Crime|Drama|Thriller
294,MOVIE #294,Comedy|Romance
295,MOVIE #295,Comedy|Romance
296,MOVIE #296,Comedy|Crime|Drama|Thriller
298,MOVIE #298,Drama
299,MOVIE #299,Drama
300,MOVIE #300,Drama
301,MOVIE #301,Drama|Romance
302,MOVIE #302,Drama|Romance
303,MOVIE #303,Action|Thriller|Western
304,MOVIE #304,Comedy|Drama
305,MOVIE #305,Comedy
306,MOVIE #306,Drama
307,MOVIE #307,Drama
308,MOVIE #308,Comedy|Drama
310,MOVIE #310,Comedy
311,MOVIE #311,Horror|Thriller
312,MOVIE #312,Comedy
313,MOVIE #313,Animation|Children
314,MOVIE #314,Children|Drama|Fantasy|Mystery
315,MOVIE #315,Action|Drama|Thriller
316,MOVIE #316,Action|Adventure|Sci-Fi
317,MOVIE #317,Comedy|Drama|Fantasy
318,MOVIE #318,Crime|Drama
319,MOVIE #319,Comedy|Drama|Thriller
320,MOVIE #320,Film-Noir|Thriller
321,MOVIE #321,Drama
322,MOVIE #322,Comedy|Drama
324,MOVIE #324,Comedy|Drama
325,MOVIE #325,Comedy
326,MOVIE #326,Drama
327,MOVIE #327,Action|Comedy|Sci-Fi
328,MOVIE #328,Horror|Thriller
329,MOVIE #329,Adventure|Drama|Sci-Fi
330,MOVIE #330,Action|Crime|Horror
331,MOVIE #331,Drama
332,MOVIE #332,Horror|Sci-Fi
333,MOVIE #333,Comedy
334,MOVIE #334,Drama
335,MOVIE #335,Mystery|Thriller
336,MOVIE #336,Drama|War
337,MOVIE #337,Drama
338,MOVIE #338,Action|Sci-Fi|Thriller
339,MOVIE #339,Comedy|Romance
340,MOVIE #340,Adventure|Drama|War
341,MOVIE #341,Drama
342,MOVIE #342,Comedy
343,MOVIE #343,Children
344,MOVIE #344,Comedy
345,MOVIE #345,Comedy|Drama
346,MOVIE #346,Drama|Musical
347,MOVIE #347,Drama|Film-Noir|Romance
348,MOVIE #348,Comedy
349,MOVIE #349,Action|Crime|Drama|Thriller
350,MOVIE #350,Drama|Mystery|Thriller
351,MOVIE #351,Comedy|Drama|Romance
352,MOVIE #352,Comedy|Drama
353,MOVIE #353,Action|Crime|Fantasy|Thriller
354,MOVIE #354,Drama
355,MOVIE #355,Children|Comedy|Fantasy
356,MOVIE #356,Comedy|Drama|Romance|War
357,MOVIE #357,Comedy|Romance
358,MOVIE #358,Drama
359,MOVIE #359,Comedy|Drama|Romance
360,MOVIE #360,Action|Comedy
361,MOVIE #361,Comedy|Drama|Romance
362,MOVIE #362,Adventure|Children|Romance
363,MOVIE #363,Documentary
364,MOVIE #364,Adventure|Animation|Children|Drama|Musical|IMAX
365,MOVIE #365,Drama
366,MOVIE #366,Drama|Horror|Mystery|Thriller
367,MOVIE #367,Action|Comedy|Crime|Fantasy
368,MOVIE #368,Adventure|Comedy|Western
369,MOVIE #369,Drama
370,MOVIE #370,Action|Comedy
371,MOVIE #371,Comedy|Drama
372,MOVIE #372,Comedy|Drama|Romance
373,MOVIE #373,Thriller
374,MOVIE #374,Children|Comedy
376,MOVIE #376,Action|Thriller
377,MOVIE #377,Action|Romance|Thriller
378,MOVIE #378,Comedy|Romance
379,MOVIE #379,Action|Sci-Fi|Thriller
380,MOVIE #380,Action|Adventure|Comedy|Romance|Thriller
381,MOVIE #381,Drama|Romance
382,MOVIE #382,Drama|Horror|Romance|Thriller
383,MOVIE #383,Western
384,MOVIE #384,Action|Crime|Drama
385,MOVIE #385,Drama
386,MOVIE #386,Drama
387,MOVIE #387,Action|Comedy
388,MOVIE #388,Drama
389,MOVIE #389,Drama|Romance|War
390,MOVIE #390,Action|Crime|Drama
391,MOVIE #391,Crime|Drama
393,MOVIE #393,Action|Adventure|Fantasy
405,MOVIE #405,Action|Fantasy
406,MOVIE #406,Drama
407,MOVIE #407,Horror|Thriller
408,MOVIE #408,Drama
409,MOVIE #409,Crime|Drama
410,MOVIE #410,Children|Comedy|Fantasy
412,MOVIE #412,Drama
413,MOVIE #413,Comedy
414,MOVIE #414,Comedy
415,MOVIE #415,Comedy|Thriller
416,MOVIE #416,Western
417,MOVIE #417,Comedy|Romance
418,MOVIE #418,Drama
419,MOVIE #419,Comedy
420,MOVIE #420,Action|Comedy|Crime|Thriller
421,MOVIE #421,Adventure|Children|Drama
422,MOVIE #422,Thriller
423,MOVIE #423,Action|Thriller
424,MOVIE #424,Drama
425,MOVIE #425,Drama|Romance
426,MOVIE #426,Horror|Sci-Fi|Thriller
427,MOVIE #427,Drama|Mystery|Romance|Thriller
428,MOVIE #428,Drama
429,MOVIE #429,Comedy
430,MOVIE #430,Comedy|Drama
431,MOVIE #431,Crime|Drama
432,MOVIE #432,Adventure|Comedy|Western
433,MOVIE #433,Comedy
434,MOVIE #434,Action|Adventure|Thriller
435,MOVIE #435,Comedy|Sci-Fi
436,MOVIE #436,Drama|Thriller
437,MOVIE #437,Comedy
438,MOVIE #438,Action|Comedy|Drama
440,MOVIE #440,Comedy|Romance
441,MOVIE #441,Comedy
442,MOVIE #442,Action|Adventure|Sci-Fi
444,MOVIE #444,Comedy|Romance
445,MOVIE #445,Comedy
446,MOVIE #446,Drama|Romance
448,MOVIE #448,Drama
449,MOVIE #449,Comedy
450,MOVIE #450,Comedy|Drama
451,MOVIE #451,Drama|Mystery|Romance
452,MOVIE #452,Drama
453,MOVIE #453,Comedy|Romance
454,MOVIE #454,Drama|Thriller
455,MOVIE #455,Adventure|Children|Drama
456,MOVIE #456,Crime|Drama|Thriller
457,MOVIE #457,Thriller
458,MOVIE #458,Drama|Western
459,MOVIE #459,Action|Adventure|Crime|Drama|Romance|Thriller
460,MOVIE #460,Comedy
461,MOVIE #461,Drama|Romance
464,MOVIE #464,Action|Adventure|Crime|Thriller
466,MOVIE #466,Action|Comedy|War
467,MOVIE #467,Comedy
468,MOVIE #468,Comedy|Romance
469,MOVIE #469,Drama|Romance
470,MOVIE #470,Comedy
471,MOVIE #471,Comedy
472,MOVIE #472,Comedy|Drama
473,MOVIE #473,Comedy|War
474,MOVIE #474,Action|Thriller
475,MOVIE #475,Drama
476,MOVIE #476,Comedy|Drama
477,MOVIE #477,Drama|Musical
478,MOVIE #478,Comedy|Crime|Drama
479,MOVIE #479,Action|Crime|Thriller
480,MOVIE #480,Action|Adventure|Sci-Fi|Thriller
481,MOVIE #481,Drama|Thriller
482,MOVIE #482,Crime|Drama|Thriller
484,MOVIE #484,Adventure|Children
485,MOVIE #485,Action|Adventure|Comedy|Fantasy
486,MOVIE #486,Comedy
487,MOVIE #487,Comedy|Western
488,MOVIE #488,Drama|Romance
489,MOVIE #489,Comedy
490,MOVIE #490,Thriller
491,MOVIE #491,Drama
492,MOVIE #492,Comedy|Mystery
493,MOVIE #493,Action|Crime|Drama
494,MOVIE #494,Action|Adventure|Thriller
495,MOVIE #495,Drama
496,MOVIE #496,Comedy|Drama|Romance|Thriller
497,MOVIE #497,Comedy|Romance
499,MOVIE #499,Comedy|Romance
500,MOVIE #500,Comedy|Drama
501,MOVIE #501,Drama
502,MOVIE #502,Action|Children|Romance
504,MOVIE #504,Action|Drama|Sci-Fi
505,MOVIE #505,Comedy
506,MOVIE #506,Drama|Fantasy|Romance
507,MOVIE #507,Crime|Drama|Thriller
508,MOVIE #508,Drama
509,MOVIE #509,Drama|Romance
510,MOVIE #510,Drama
511,MOVIE #511,Action|Drama
512,MOVIE #512,Horror|Sci-Fi
513,MOVIE #513,Comedy|Mystery|Romance
514,MOVIE #514,Comedy
515,MOVIE #515,Drama|Romance
516,MOVIE #516,Comedy|Drama
517,MOVIE #517,Action|Drama|Mystery
518,MOVIE #518,Comedy
519,MOVIE #519,Action|Crime|Drama|Sci-Fi|Thriller
520,MOVIE #520,Comedy
521,MOVIE #521,Crime|Thriller
522,MOVIE #522,Action|Drama
523,MOVIE #523,Drama
524,MOVIE #524,Drama
526,MOVIE #526,Drama
527,MOVIE #527,Drama|War
528,MOVIE #528,Comedy|Drama
529,MOVIE #529,Drama
531,MOVIE #531,Children|Drama
532,MOVIE #532,Comedy|Crime|Horror
533,MOVIE #533,Action|Adventure|Fantasy|Mystery
534,MOVIE #534,Drama|Romance
535,MOVIE #535,Drama
536,MOVIE #536,Drama
537,MOVIE #537,Drama
538,MOVIE #538,Drama
539,MOVIE #539,Comedy|Drama|Romance
540,MOVIE #540,Thriller
541,MOVIE #541,Action|Sci-Fi|Thriller
542,MOVIE #542,Comedy|Drama|Romance
543,MOVIE #543,Comedy|Romance|Thriller
544,MOVIE #544,Action|Crime
546,MOVIE #546,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
547,MOVIE #547,Action|Adventure|Thriller
548,MOVIE #548,Action|Mystery|Thriller
549,MOVIE #549,Drama|Musical
550,MOVIE #550,Comedy|Romance
551,MOVIE #551,Animation|Children|Fantasy|Musical
552,MOVIE #552,Action|Adventure|Comedy|Romance
553,MOVIE #553,Action|Drama|Western
555,MOVIE #555,Crime|Thriller
556,MOVIE #556,Documentary
558,MOVIE #558,Action|Adventure|Animation|Children|Fantasy
562,MOVIE #562,Comedy|Drama
563,MOVIE #563,Drama|Romance
564,MOVIE #564,Comedy
567,MOVIE #567,Comedy|Drama
568,MOVIE #568,Comedy|Drama
569,MOVIE #569,Comedy|Drama
573,MOVIE #573,Drama
574,MOVIE #574,Comedy|Drama
575,MOVIE #575,Children|Comedy
577,MOVIE #577,Adventure|Children|Drama
579,MOVIE #579,Crime|Thriller
580,MOVIE #580,Drama
581,MOVIE #581,Documentary
583,MOVIE #583,Comedy|Drama
585,MOVIE #585,Comedy
586,MOVIE #586,Children|Comedy
587,MOVIE #587,Comedy|Drama|Fantasy|Romance|Thriller
588,MOVIE #588,Adventure|Animation|Children|Comedy|Musical
589,MOVIE #589,Action|Sci-Fi
590,MOVIE #590,Adventure|Drama|Western
592,MOVIE #592,Action|Crime|Thriller
593,MOVIE #593,Crime|Horror|Thriller
594,MOVIE #594,Animation|Children|Drama|Fantasy|Musical
595,MOVIE #595,Animation|Children|Fantasy|Musical|Romance|IMAX
596,MOVIE #596,Animation|Children|Fantasy|Musical
597,MOVIE #597,Comedy|Romance
599,MOVIE #599,Adventure|Western
600,MOVIE #600,Action|Comedy|Crime
602,MOVIE #602,Documentary
605,MOVIE #605,Drama|Romance
606,MOVIE #606,Fantasy|Horror
608,MOVIE #608,Comedy|Crime|Drama|Thriller
609,MOVIE #609,Adventure|Children
610,MOVIE #610,Action|Adventure|Animation|Horror|Sci-Fi
611,MOVIE #611,Action|Horror|Sci-Fi
612,MOVIE #612,Comedy
613,MOVIE #613,Drama|Romance
615,MOVIE #615,Comedy|Drama
616,MOVIE #616,Animation|Children
617,MOVIE #617,Comedy|Drama
618,MOVIE #618,Comedy|Romance
619,MOVIE #619,Comedy
626,MOVIE #626,Comedy
627,MOVIE #627,Drama|Thriller
628,MOVIE #628,Crime|Drama|Mystery|Thriller
631,MOVIE #631,Adventure|Animation|Children|Fantasy|Musical|Romance
632,MOVIE #632,Drama|War
633,MOVIE #633,Comedy
634,MOVIE #634,Comedy
635,MOVIE #635,Comedy|Drama
636,MOVIE #636,Drama
637,MOVIE #637,Comedy
638,MOVIE #638,Romance
639,MOVIE #639,Comedy|Drama
640,MOVIE #640,Drama|Thriller
645,MOVIE #645,Drama
647,MOVIE #647,Action|Crime|Drama|War
648,MOVIE #648,Action|Adventure|Mystery|Thriller
649,MOVIE #649,Comedy|Drama
650,MOVIE #650,Drama
653,MOVIE #653,Action|Adventure|Fantasy
656,MOVIE #656,Comedy
661,MOVIE #661,Adventure|Animation|Children|Fantasy|Musical
662,MOVIE #662,Thriller
663,MOVIE #663,Comedy
665,MOVIE #665,Comedy|Drama|War
667,MOVIE #667,Action
668,MOVIE #668,Drama
670,MOVIE #670,Drama
671,MOVIE #671,Comedy|Sci-Fi
673,MOVIE #673,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
674,MOVIE #674,Adventure|Comedy|Sci-Fi
678,MOVIE #678,Drama|Thriller
679,MOVIE #679,Drama
680,MOVIE #680,Drama|Mystery|Romance|Sci-Fi|Thriller
685,MOVIE #685,Drama
688,MOVIE #688,Action|Adventure|Comedy|War
691,MOVIE #691,Comedy|Romance
692,MOVIE #692,Action|Sci-Fi|Thriller
694,MOVIE #694,Action|Crime|Drama
695,MOVIE #695,Mystery|Thriller
697,MOVIE #697,Drama|Romance
698,MOVIE #698,Drama
700,MOVIE #700,Comedy
703,MOVIE #703,Drama
704,MOVIE #704,Action|Adventure
706,MOVIE #706,Drama
707,MOVIE #707,Crime|Drama|Thriller
708,MOVIE #708,Comedy|Romance
709,MOVIE #709,Adventure|Animation|Children|Comedy|Musical
710,MOVIE #710,Comedy
711,MOVIE #711,Adventure|Children
714,MOVIE #714,Drama|Mystery|Western
715,MOVIE #715,Drama|Romance
718,MOVIE #718,Comedy|Fantasy|Sci-Fi
719,MOVIE #719,Comedy
720,MOVIE #720,Adventure|Animation|Comedy
722,MOVIE #722,Documentary
724,MOVIE #724,Drama|Fantasy|Horror|Thriller
725,MOVIE #725,Comedy
726,MOVIE #726,Drama
728,MOVIE #728,Comedy
731,MOVIE #731,Crime|Thriller
733,MOVIE #733,Action|Adventure|Thriller
735,MOVIE #735,Horror
736,MOVIE #736,Action|Adventure|Romance|Thriller
737,MOVIE #737,Action|Sci-Fi
741,MOVIE #741,Animation|Sci-Fi
742,MOVIE #742,Horror|Thriller
743,MOVIE #743,Comedy
745,MOVIE #745,Animation|Children|Comedy
747,MOVIE #747,Comedy
748,MOVIE #748,Action|Sci-Fi|Thriller
750,MOVIE #750,Comedy|War
757,MOVIE #757,Drama
759,MOVIE #759,Documentary
760,MOVIE #760,Drama|War
761,MOVIE #761,Action|Adventure
762,MOVIE #762,Comedy|Crime
764,MOVIE #764,Drama|Romance
765,MOVIE #765,Comedy|Drama
766,MOVIE #766,Drama
773,MOVIE #773,Drama
775,MOVIE #775,Horror|Mystery
778,MOVIE #778,Comedy|Crime|Drama
779,MOVIE #779,Drama|Romance
780,MOVIE #780,Action|Adventure|Sci-Fi|Thriller
781,MOVIE #781,Drama
782,MOVIE #782,Drama|Thriller
783,MOVIE #783,Animation|Children|Drama|Musical|Romance
784,MOVIE #784,Comedy|Thriller
785,MOVIE #785,Comedy
786,MOVIE #786,Action|Drama|Thriller
788,MOVIE #788,Comedy|Fantasy|Romance|Sci-Fi
790,MOVIE #790,Drama
791,MOVIE #791,Documentary
795,MOVIE #795,Drama
798,MOVIE #798,Action|Adventure|Drama|Thriller
799,MOVIE #799,Comedy|Horror|Thriller
800,MOVIE #800,Drama|Mystery|Western
801,MOVIE #801,Children|Comedy
802,MOVIE #802,Drama|Romance
803,MOVIE #803,Comedy|Drama|Romance
804,MOVIE #804,Comedy|Romance
805,MOVIE #805,Drama|Thriller
806,MOVIE #806,Crime|Drama
808,MOVIE #808,Adventure|Children
809,MOVIE #809,Action|Adventure
810,MOVIE #810,Children|Comedy|Fantasy
813,MOVIE #813,Comedy
818,MOVIE #818,Comedy
823,MOVIE #823,Drama
824,MOVIE #824,Drama|Mystery
828,MOVIE #828,Adventure|Children
829,MOVIE #829,Comedy|Fantasy|Musical
830,MOVIE #830,Comedy
832,MOVIE #832,Crime|Thriller
833,MOVIE #833,Comedy
835,MOVIE #835,Drama
836,MOVIE #836,Action|Adventure|Thriller
837,MOVIE #837,Children|Comedy|Fantasy
838,MOVIE #838,Comedy|Drama|Romance
839,MOVIE #839,Action|Thriller
840,MOVIE #840,Children|Comedy
841,MOVIE #841,Horror
842,MOVIE #842,Comedy|Horror
848,MOVIE #848,Drama
849,MOVIE #849,Action|Adventure|Sci-Fi|Thriller
851,MOVIE #851,Drama
852,MOVIE #852,Comedy|Drama|Romance
858,MOVIE #858,Crime|Drama
861,MOVIE #861,Action|Comedy|Crime|Thriller
866,MOVIE #866,Crime|Drama|Romance|Thriller
867,MOVIE #867,Comedy|Crime
869,MOVIE #869,Crime|Drama|Musical|Thriller
870,MOVIE #870,Comedy
875,MOVIE #875,Action|Crime|Drama
876,MOVIE #876,Action|Comedy|Crime|Thriller
879,MOVIE #879,Horror|Thriller
880,MOVIE #880,Sci-Fi|Thriller
881,MOVIE #881,Children|Comedy
882,MOVIE #882,Drama|Thriller
885,MOVIE #885,Children|Drama|Fantasy
886,MOVIE #886,Action|Comedy|Crime
888,MOVIE #888,Adventure|Animation|Children|Musical
889,MOVIE #889,Drama|Romance
891,MOVIE #891,Horror|Thriller
892,MOVIE #892,Comedy|Drama|Romance
893,MOVIE #893,Drama
896,MOVIE #896,Drama
897,MOVIE #897,Adventure|Drama|Romance|War
898,MOVIE #898,Comedy|Drama|Romance
899,MOVIE #899,Comedy|Musical|Romance
900,MOVIE #900,Musical|Romance
901,MOVIE #901,Comedy|Musical
902,MOVIE #902,Drama|Romance
903,MOVIE #903,Drama|Mystery|Romance|Thriller
904,MOVIE #904,Mystery|Thriller
905,MOVIE #905,Comedy|Romance
906,MOVIE #906,Drama|Thriller
907,MOVIE #907,Comedy|Musical|Romance
908,MOVIE #908,Action|Adventure|Mystery|Romance|Thriller
909,MOVIE #909,Comedy|Drama|Romance
910,MOVIE #910,Comedy|Crime
911,MOVIE #911,Comedy|Crime|Mystery|Romance|Thriller
912,MOVIE #912,Drama|Romance
913,MOVIE #913,Film-Noir|Mystery
914,MOVIE #914,Comedy|Drama|Musical|Romance
915,MOVIE #915,Comedy|Romance
916,MOVIE #916,Comedy|Drama|Romance
917,MOVIE #917,Children|Drama
918,MOVIE #918,Musical
919,MOVIE #919,Adventure|Children|Fantasy|Musical
920,MOVIE #920,Drama|Romance|War
921,MOVIE #921,Comedy
922,MOVIE #922,Drama|Film-Noir|Romance
923,MOVIE #923,Drama|Mystery
924,MOVIE #924,Adventure|Drama|Sci-Fi
926,MOVIE #926,Drama
927,MOVIE #927,Comedy
928,MOVIE #928,Drama|Mystery|Romance|Thriller
929,MOVIE #929,Drama|Film-Noir|Mystery|Thriller
